# Export of ACLAME MGEs. Version 0.4, category All. Copyright (C) 2002-2018 The ACLAME team.
# ACLAME ID	Name	Segment	Size (bp)	Nb genes	Nb CDS	Taxo ID	MGE Type	Genome type	Genome strands	Genome organisation	Complete	Host(s)	Hosts taxo ID(s)	Cross-references
mge:391	Gle4293		4293	5	5	2782	plasmid	DNA	ds	circular	yes	Gracilariopsis lemaneiformis	2782	genbank:acc:NC_001470;genbank:gi:11465614
mge:522	pAL5000		4837	5	5	2522	plasmid	DNA	ds	circular	yes	Mycobacterium fortuitum	1766	genbank:acc:NC_001381;genbank:gi:9507328
mge:563	pCAR1		199035	190	190	53412	plasmid	DNA	ds	circular	yes	Pseudomonas resinovorans	53412	genbank:GenomeProject:13114;genbank:acc:NC_004444;genbank:gi:27228492
mge:404	pHPM8		7817	6	6	210	plasmid	DNA	ds	circular	yes	Helicobacter pylori	210	genbank:GenomeProject:13137;genbank:acc:NC_004845;genbank:gi:31983001
mge:806	pTB6		3624	4	4		plasmid	DNA	ds	circular	yes	Bifidobacterium longum	216816	genbank:GenomeProject:13580;genbank:acc:NC_006843;genbank:gi:59939313
mge:607	pSymA		1354226	1296	1294	382	plasmid	DNA	ds	circular	yes	Sinorhizobium meliloti;Sinorhizobium meliloti 1021	382;266834	genbank:GenomeProject:19;genbank:acc:NC_003037;genbank:gi:16262453
mge:488	Varkud		3675	1	1	5141	plasmid	DNA	ds	circular	yes	Neurospora crassa	5141	genbank:acc:NC_001571;genbank:gi:11466085
mge:415	pMGD2		3564	2	2	160057	plasmid	DNA	ds	circular	yes	Klebsiella sp. KCL-2	160057	genbank:GenomeProject:13324;genbank:acc:NC_003789;genbank:gi:20514397
mge:807	pLVPK		219385	260	251		plasmid	DNA	ds	circular	yes	Klebsiella pneumoniae	573	genbank:GenomeProject:12420;genbank:acc:NC_005249;genbank:gi:38639526
mge:808	pBFY46		33716	47	47		plasmid	DNA	ds	circular	yes	Bacteroides fragilis YCH46	295405	genbank:GenomeProject:13067;genbank:acc:NC_006297;genbank:gi:52421214
mge:809	pPMA4326B		40110	39	29		plasmid	DNA	ds	circular	yes	Pseudomonas syringae pv. maculicola	59511	genbank:GenomeProject:11791;genbank:acc:NC_005919;genbank:gi:49188571
mge:648	pER13		4139	4	4	1308	plasmid	DNA	ds	circular	yes	Streptococcus thermophilus	1308	genbank:GenomeProject:15814;genbank:acc:NC_002776;genbank:gi:14141858
mge:654	pSCL		11696	6	6	1901	plasmid	DNA	ds	linear	yes	Streptomyces clavuligerus;Streptomyces clavuligerus ATCC 27064	1901;443255	genbank:GenomeProject:13846;genbank:acc:NC_001738;genbank:gi:10956682
mge:810	5		14206	8	8		plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. cremoris SK11	272622	genbank:GenomeProject:401;genbank:acc:NC_008507;genbank:gi:116326645
mge:246	pNAC1		3538	4	4	216816	plasmid	DNA	ds	circular	yes	Bifidobacterium longum	216816	genbank:GenomeProject:15965;genbank:acc:NC_004770;genbank:gi:30387442
mge:265	cp32-3		30223	45	45	224326	plasmid	DNA	ds	circular	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_000949;genbank:gi:11497103
mge:364	CloDF13		9957	8	8	562	plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:13063;genbank:acc:NC_002119;genbank:gi:10955253
mge:811	2		171459	164	164		plasmid	DNA	ds	circular	yes	Ralstonia metallidurans CH34	266264	genbank:GenomeProject:250;genbank:acc:NC_007972;genbank:gi:94152589
mge:812	pWW53		107929	87	86		plasmid	DNA	ds	circular	yes	Pseudomonas putida	303	genbank:acc:NC_008275;genbank:gi:111116390
mge:813	pCCK381		10874	6	5		plasmid	DNA	ds	circular	yes	Pasteurella multocida	747	genbank:GenomeProject:13621;genbank:acc:NC_006994;genbank:gi:63219713
mge:428	pLTK2		2295	1	1	1590	plasmid	DNA	ds	circular	yes	Lactobacillus plantarum	1590	genbank:GenomeProject:16023;genbank:acc:NC_002123;genbank:gi:10956560
mge:814	pRHL1		1123075	1150	1146		plasmid	DNA	ds	linear	yes	Rhodococcus sp. RHA1	101510	genbank:GenomeProject:13693;genbank:acc:NC_008269;genbank:gi:111024785
mge:815	pAP2		9304	9	9		plasmid	DNA	ds	circular	yes	Arcanobacterium pyogenes	1661	genbank:GenomeProject:15824;genbank:acc:NC_005206;genbank:gi:38261095
mge:679	pO3K6		8784	10	10	670	plasmid	DNA	ds	circular	yes	Vibrio parahaemolyticus	670	genbank:GenomeProject:15843;genbank:acc:NC_002473;genbank:gi:10955964
mge:606	ColJs		5210	3	3	624	plasmid	DNA	ds	circular	yes	Shigella sonnei	624	genbank:GenomeProject:16052;genbank:acc:NC_002809;genbank:gi:14589348
mge:662	pEN2701		12855	13	13	211464	plasmid	DNA	ds	circular	yes	Streptomyces sp. EN27	211464	genbank:GenomeProject:13854;genbank:acc:NC_004931;genbank:gi:32456025
mge:271	lp21		18753	12	11	224326	plasmid	DNA	ds	linear	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_000955;genbank:gi:11497360
mge:816	pWb1		5280	6	6		plasmid	DNA	ds	circular	yes	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	36870	genbank:GenomeProject:274;genbank:acc:NC_003425;genbank:gi:19225058
mge:669	pANL		46366	59	59	1140	plasmid	DNA	ds	circular	yes	Synechococcus sp. PCC 7942	1140	genbank:gi:47060311;genbank:acc:NC_004073;genbank:gi:21954757
mge:557	pPS1M3		3138	1	1	87791	plasmid	DNA	ds	circular	yes	Pseudoalteromonas sp. PS1M3	87791	genbank:GenomeProject:15877;genbank:acc:NC_004969;genbank:gi:32455909
mge:229	pBMB9741		6578	2	2	1428	plasmid	DNA	ds	circular	yes	Bacillus thuringiensis	1428	genbank:GenomeProject:15813;genbank:gi:113911683;genbank:acc:NC_001272;genbank:gi:10956526
mge:817	pCCK647		5198	5	5		plasmid	DNA	ds	circular	yes	Pasteurella multocida	747	genbank:GenomeProject:13621;genbank:acc:NC_006868;genbank:gi:60328255
mge:297	pNGA2		4191	3	3	1717	plasmid	DNA	ds	circular	yes	Corynebacterium diphtheriae	1717	genbank:GenomeProject:16054;genbank:acc:NC_003239;genbank:gi:17158057
mge:818	pO86A1		120730	164	163		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:acc:NC_008460;genbank:gi:116006783
mge:673	pTS1		3649	2	2	158	plasmid	DNA	ds	circular	yes	Treponema denticola	158	genbank:GenomeProject:16045;genbank:acc:NC_002650;genbank:gi:12383033
mge:819	pO113		165548	191	155		plasmid	DNA	ds	linear	yes	Escherichia coli	562	genbank:GenomeProject:15619;genbank:acc:NC_007365;genbank:gi:73853177
mge:238	pBGR2		2723	2	2	33045	plasmid	DNA	ds	circular	yes	Bartonella grahamii	33045	genbank:GenomeProject:15978;genbank:acc:NC_004308;genbank:gi:23464590
mge:820	pSD1_197		182726	225	224		plasmid	DNA	ds	circular	yes	Shigella dysenteriae Sd197	300267	genbank:GenomeProject:13145;genbank:acc:NC_007607;genbank:gi:82524407
mge:821	pPBPR1		80033	67	67		plasmid	DNA	ds	circular	yes	Photobacterium profundum SS9	298386	genbank:GenomeProject:13128;genbank:acc:NC_005871;genbank:gi:47104025
mge:822	pTXL1		2665	3	3		plasmid	DNA	ds	circular	yes	Leuconostoc mesenteroides	1245	genbank:acc:NC_005702;genbank:gi:44003802
mge:823	pHG1		452156	423	420		plasmid	DNA	ds	circular	yes	Ralstonia eutropha H16	381666	genbank:GenomeProject:13289;genbank:acc:NC_005241;genbank:gi:38637668
mge:426	pLH1		19360	13	13	1587	plasmid	DNA	ds	circular	yes	Lactobacillus helveticus	1587	genbank:GenomeProject:13800;genbank:acc:NC_002102;genbank:gi:10956546
mge:824	pGI3		11365	11	11		plasmid	DNA	ds	circular	yes	Bacillus thuringiensis	1428	genbank:GenomeProject:15908;genbank:acc:NC_005567;genbank:gi:42761442
mge:289	pCL1		14636	6	6	1092	plasmid	DNA	ds	circular	yes	Chlorobium limicola	1092	genbank:GenomeProject:16018;genbank:acc:NC_002095;genbank:gi:10956072
mge:825	pBHRK19		5721	4	4		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:15907;genbank:acc:NC_005569;genbank:gi:42761416
mge:506	pJR1		6792	6	6	747	plasmid	DNA	ds	circular	yes	Pasteurella multocida	747	genbank:GenomeProject:15964;genbank:acc:NC_004771;genbank:gi:30387185
mge:264	cp32-1		30750	42	42	224326	plasmid	DNA	ds	circular	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_000948;genbank:gi:11497060
mge:641	pUA140		5640	5	5	1309	plasmid	DNA	ds	circular	yes	Streptococcus mutans	1309	genbank:GenomeProject:13225;genbank:acc:NC_002757;genbank:gi:13937263
mge:245	PNAC2		3684	3	3	216816	plasmid	DNA	ds	circular	yes	Bifidobacterium longum	216816	genbank:GenomeProject:15965;genbank:acc:NC_004769;genbank:gi:30387438
mge:826	pKMA505		8632	10	8		plasmid	DNA	ds	circular	yes	Actinobacillus porcitonsillarum	189834	genbank:GenomeProject:13928;genbank:acc:NC_007094;genbank:gi:66968640
mge:827	pRL2		20252	26	26		plasmid	DNA	ds	linear	yes	Streptomyces sp. 44414	364103	genbank:GenomeProject:16659;genbank:acc:NC_007927;genbank:gi:90572619
mge:828	pPMA4326C		8244	10	10		plasmid	DNA	ds	circular	yes	Pseudomonas syringae pv. maculicola	59511	genbank:GenomeProject:11791;genbank:acc:NC_005921;genbank:gi:49169764
mge:275	pHT926		1786	2	2	45462	plasmid	DNA	ds	circular	yes	Brevibacillus borstelensis	45462	genbank:GenomeProject:13611;genbank:acc:NC_004938;genbank:gi:32455782
mge:452	pMN5		5670	4	4	1360	plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. lactis	1360	genbank:GenomeProject:13808;genbank:acc:NC_004922;genbank:gi:32453477
mge:829	php11		3399	0	0		plasmid	DNA	ds	linear	yes	Pseudomonas putida	303	genbank:acc:NC_008437;genbank:gi:115531578
mge:231	pTX14-2		6829	3	3	1428	plasmid	DNA	ds	circular	yes	Bacillus thuringiensis	1428	genbank:GenomeProject:15979;genbank:acc:NC_004334;genbank:gi:23955953
mge:442	pSRQ700		7784	9	9	1358	plasmid	DNA	ds	circular	yes	Lactococcus lactis	1358	genbank:GenomeProject:16050;genbank:acc:NC_002798;genbank:gi:14327898
mge:830	pTC		20417	27	27		plasmid	DNA	ds	circular	yes	Sulfolobus tengchongensis	207809	genbank:GenomeProject:12356;genbank:acc:NC_005969;genbank:gi:50198901
mge:831	large plasmid		131950	149	127		plasmid	DNA	ds	circular	yes	Pseudomonas syringae pv. phaseolicola 1448A	264730	genbank:GenomeProject:12416;genbank:acc:NC_007274;genbank:gi:71725141
mge:604	pWR501		221851	294	293	623	plasmid	DNA	ds	circular	yes	Shigella flexneri	623	genbank:GenomeProject:16047;genbank:acc:NC_002698;genbank:gi:13448939
mge:832	3		194553	104	104		plasmid	DNA	ds	circular	yes	Lawsonia intracellularis PHE/MN1-00	363253	genbank:GenomeProject:16751;genbank:acc:NC_008014;genbank:gi:94972398
mge:833	pYIT356		4935	1	1		plasmid	DNA	ds	circular	yes	Lactobacillus casei	1582	genbank:GenomeProject:13022;genbank:acc:NC_006257;genbank:gi:51965123
mge:443	pCRL291.1		4640	3	3	1358	plasmid	DNA	ds	circular	yes	Lactococcus lactis	1358	genbank:GenomeProject:16051;genbank:acc:NC_002799;genbank:gi:14327908
mge:834	2		35595	25	22		plasmid	DNA	ds	circular	yes	Lactobacillus brevis ATCC 367	387344	genbank:GenomeProject:404;genbank:acc:NC_008499;genbank:gi:116334879
mge:835	pSB4_227		126697	151	149		plasmid	DNA	ds	circular	yes	Shigella boydii Sb227	300268	genbank:GenomeProject:13146;genbank:acc:NC_007608;genbank:gi:82524664
mge:507	pJR2		5252	5	5	747	plasmid	DNA	ds	circular	yes	Pasteurella multocida	747	genbank:GenomeProject:15964;genbank:acc:NC_004772;genbank:gi:30387192
mge:335	pCR1		1488	1	1	1724	plasmid	DNA	ds	circular	yes	Corynebacterium renale	1724	genbank:GenomeProject:15866;genbank:acc:NC_004833;genbank:gi:31790972
mge:369	R721		75582	93	92	562	plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:12355;genbank:acc:NC_002525;genbank:gi:10955438
mge:836	pTF62		10402	0	0		plasmid	DNA	ds	circular	yes	Thermus thermophilus	274	genbank:gi:70887539;genbank:acc:NC_007190
mge:837	pHCG3		133058	125	125		plasmid	DNA	ds	circular	yes	Oligotropha carboxidovorans	40137	genbank:GenomeProject:12256;genbank:acc:NC_005873;genbank:gi:47176959
mge:205	pTi-SAKURA		206479	196	195	358	plasmid	DNA	ds	circular	yes	Agrobacterium tumefaciens	358	genbank:GenomeProject:16035;genbank:acc:NC_002147;genbank:gi:10954820
mge:838	2		39794	24	24		plasmid	DNA	ds	circular	yes	Lawsonia intracellularis PHE/MN1-00	363253	genbank:GenomeProject:16751;genbank:acc:NC_008013;genbank:gi:94972373
mge:199	pAsal1		6371	4	4	29491	plasmid	DNA	ds	circular	yes	Aeromonas salmonicida subsp. salmonicida	29491	genbank:GenomeProject:15976;genbank:acc:NC_004338;genbank:gi:24210992
mge:631	pSE-12228-05		24365	22	22	176280	plasmid	DNA	ds	circular	yes	Staphylococcus epidermidis ATCC 12228	176280	genbank:GenomeProject:279;genbank:acc:NC_005004;genbank:gi:32470532
mge:652	pt38		2911	9	5	1308	plasmid	DNA	ds	circular	yes	Streptococcus thermophilus	1308	genbank:GenomeProject:13799;genbank:acc:NC_005098;genbank:gi:34915981
mge:448	pNZ4000		42810	45	45	1359	plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. cremoris	1359	genbank:GenomeProject:16028;genbank:acc:NC_002137;genbank:gi:9507667
mge:486	pJS-B		7245	7	7	487	plasmid	DNA	ds	circular	yes	Neisseria meningitidis	487	genbank:acc:NC_004758;genbank:gi:30250494
mge:693	pPCP1		9612	9	9	214092	plasmid	DNA	ds	linear	yes	Yersinia pestis CO92	214092	genbank:GenomeProject:34;genbank:acc:NC_003132;genbank:gi:16082679
mge:565	pQBR55		5924	6	6	180590	plasmid	DNA	ds	circular	yes	Pseudomonas sp. SLT2001	180590	genbank:GenomeProject:13807;genbank:acc:NC_003892;genbank:gi:33695266
mge:839	pIH01		1822	1	1		plasmid	DNA	ds	circular	yes	Leuconostoc citreum	33964	genbank:GenomeProject:13360;genbank:acc:NC_006822;genbank:gi:58616147
mge:840	pSci2		14407	12	10		plasmid	DNA	ds	circular	yes	Spiroplasma citri	2133	genbank:acc:NC_007388;genbank:gi:75906130
mge:388	Gch3937		3937	5	5	2775	plasmid	DNA	ds	circular	yes	Gracilaria chilensis	2775	genbank:acc:NC_002107;genbank:gi:11465608
mge:477	pMA2		4993	3	3	1126	plasmid	DNA	ds	circular	yes	Microcystis aeruginosa	1126	genbank:GenomeProject:15788;genbank:acc:NC_001597;genbank:gi:10956079
mge:841	3		14159	15	15		plasmid	DNA	ds	circular	yes	Nitrosospira multiformis ATCC 25196	323848	genbank:GenomeProject:13912;genbank:acc:NC_007617;genbank:gi:82703928
mge:842	p9123		6222	8	8		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:11753;genbank:acc:NC_005324;genbank:gi:41056918
mge:843	pNL01		4150	0	0		plasmid	DNA	ds	circular	yes	Neisseria lactamica	486	genbank:GenomeProject:13775;genbank:acc:NC_006968;genbank:gi:62543257
mge:203	pAsa3		5616	10	9	29491	plasmid	DNA	ds	circular	yes	Aeromonas salmonicida subsp. salmonicida A449	382245	genbank:GenomeProject:13002;genbank:acc:NC_004924;genbank:gi:32453769
mge:844	pG8786		137036	148	146		plasmid	DNA	ds	circular	yes	Yersinia pestis	632	genbank:GenomeProject:13084;genbank:acc:NC_006323;genbank:gi:52788052
mge:845	pAPEC-O2-ColV		184501	210	209		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:16260;genbank:acc:NC_007675;genbank:gi:84060731
mge:308	pCG2		6758	6	6	1718	plasmid	DNA	ds	circular	yes	Corynebacterium glutamicum	1718	genbank:acc:NC_004534;genbank:gi:27764599
mge:258	lp28-4		27323	43	43	224326	plasmid	DNA	ds	linear	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_001854;genbank:gi:11496735
mge:846	p47L		3084	3	3		plasmid	DNA	ds	circular	yes	Pseudomonas sp. S-47	115714	genbank:GenomeProject:13828;genbank:acc:NC_006988;genbank:gi:63025535
mge:552	pRGO1		6868	6	6	1748	plasmid	DNA	ds	circular	yes	Propionibacterium acidipropionici	1748	genbank:GenomeProject:15847;genbank:acc:NC_002611;genbank:gi:11342754
mge:667	pHEN7		7830	11	11	43080	plasmid	DNA	ds	circular	yes	Sulfolobus islandicus	43080	genbank:GenomeProject:13180;genbank:acc:NC_004853;genbank:gi:31983835
mge:847	1		164857	159	156		plasmid	DNA	ds	circular	yes	Burkholderia cenocepacia HI2424	331272	genbank:GenomeProject:13918;genbank:acc:NC_008545;genbank:gi:116687164
mge:848	pSD20		76093	52	52		plasmid	DNA	ds	circular	yes	Ruegeria sp. PR1b	185588	genbank:GenomeProject:13318;genbank:acc:NC_004929;genbank:gi:32455972
mge:457	pS7a		7302	5	5	44688	plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. lactis bv. diacetylactis	44688	genbank:acc:NC_004652;genbank:gi:29294585
mge:582	pCFC1		3966	4	4	34085	plasmid	DNA	ds	circular	yes	Riemerella anatipestifer	34085	genbank:GenomeProject:13849;genbank:acc:NC_002111;genbank:gi:10956798
mge:849	unnamed plasmid		130973	116	106		plasmid	DNA	ds	circular	yes	Silicibacter sp. TM1040	292414	genbank:GenomeProject:13040;genbank:acc:NC_008042;genbank:gi:99077902
mge:850	F		28543	30	30		plasmid	DNA	ds	linear	yes	Sphingopyxis alaskensis RB2256	317655	genbank:GenomeProject:13907;genbank:acc:NC_008036;genbank:gi:98152871
mge:851	pOM1		3926	3	3		plasmid	DNA	ds	circular	yes	Oenococcus oeni	1247	genbank:GenomeProject:13749;genbank:acc:NC_006904;genbank:gi:62184636
mge:273	lp5		5228	6	6	224326	plasmid	DNA	ds	linear	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_000957;genbank:gi:11497445
mge:681	pXAC33		33700	42	42	190486	plasmid	DNA	ds	circular	yes	Xanthomonas axonopodis pv. citri str. 306	190486	genbank:GenomeProject:297;genbank:gi:58033143;genbank:acc:NC_003921;genbank:gi:38201775
mge:479	pMa025		8018	1	1	1126	plasmid	DNA	ds	circular	yes	Microcystis aeruginosa	1126	genbank:GenomeProject:15939;genbank:acc:NC_004984;genbank:gi:32455410
mge:852	pJB01		2235	2	2		plasmid	DNA	ds	circular	yes	Enterococcus faecium	1352	genbank:GenomeProject:13181;genbank:acc:NC_006427;genbank:gi:55733695
mge:500	pRS2		2544	3	3	1247	plasmid	DNA	ds	circular	yes	Oenococcus oeni	1247	genbank:GenomeProject:16053;genbank:acc:NC_003201;genbank:gi:16519565
mge:853	1		14041	11	10		plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. cremoris SK11	272622	genbank:GenomeProject:401;genbank:acc:NC_008503;genbank:gi:116326529
mge:854	pYV		68525	99	95		plasmid	DNA	ds	circular	yes	Yersinia pseudotuberculosis IP 32953	273123	genbank:GenomeProject:12950;genbank:acc:NC_006153;genbank:gi:113911685
mge:855	4		47208	39	35		plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. cremoris SK11	272622	genbank:GenomeProject:401;genbank:acc:NC_008506;genbank:gi:116326609
mge:402	pHPO100		3520	2	2	210	plasmid	DNA	ds	circular	yes	Helicobacter pylori	210	genbank:GenomeProject:16021;genbank:acc:NC_002110;genbank:gi:10954605
mge:856	pNG700		410554	363	362		plasmid	DNA	ds	circular	yes	Haloarcula marismortui ATCC 43049	272569	genbank:GenomeProject:105;genbank:acc:NC_006395;genbank:gi:55376579
mge:857	pKLCB		3353	2	2		plasmid	DNA	ds	circular	yes	Weissella cibaria	137591	genbank:GenomeProject:15858;genbank:acc:NC_004341;genbank:gi:90577187
mge:518	R100		94281	128	123	28399	plasmid	DNA	ds	linear	yes	Shigella flexneri	623	genbank:acc:NC_002134;genbank:gi:9507549
mge:858	p47S		1782	3	3		plasmid	DNA	ds	circular	yes	Pseudomonas sp. S-47	115714	genbank:GenomeProject:13828;genbank:acc:NC_006989;genbank:gi:63025539
mge:859	pES100		45849	55	55		plasmid	DNA	ds	circular	yes	Vibrio fischeri ES114	312309	genbank:acc:NC_006842;genbank:gi:59714356
mge:354	pTEF1		66320	74	72	226185	plasmid	DNA	ds	circular	yes	Enterococcus faecalis V583	226185	genbank:GenomeProject:70;genbank:acc:NC_004669;genbank:gi:29377803
mge:382	pKH9		4975	5	5	851	plasmid	DNA	ds	circular	yes	Fusobacterium nucleatum	851	genbank:GenomeProject:13243;genbank:acc:NC_003091;genbank:gi:15426254
mge:663	pSV2		96742	111	111	1935	plasmid	DNA	ds	linear	yes	Streptomyces violaceoruber	1935	genbank:GenomeProject:15870;genbank:acc:NC_004934;genbank:gi:32455611
mge:387	Gch7220		7220	16	16	2775	plasmid	DNA	ds	circular	yes	Gracilaria chilensis	2775	genbank:acc:NC_002106;genbank:gi:11465591
mge:660	pJV1		11143	9	9	1923	plasmid	DNA	ds	circular	yes	Streptomyces phaeochromogenes	1923	genbank:GenomeProject:15822;genbank:acc:NC_001759;genbank:gi:10956690
mge:622	pMW2		20654	27	27	1280	plasmid	DNA	ds	circular	yes	Staphylococcus aureus	1280	genbank:acc:NC_005011;genbank:gi:32470355
mge:860	Birmingham IncP-alpha		60099	0	0	35419	plasmid	DNA	ds	linear	yes	Pseudomonas aeruginosa;Escherichia coli K12	287;83333	genbank:acc:NC_001621;genbank:gi:9507391
mge:861	transposon NBU1		10276	11	11		plasmid	DNA	ds	circular	yes	Bacteroides uniformis	820	genbank:GenomeProject:13130;genbank:acc:NC_006373;genbank:gi:54307144
mge:862	pTB1		106469	106	105		plasmid	DNA	ds	circular	yes	Roseobacter denitrificans OCh 114	375451	genbank:GenomeProject:16426;genbank:acc:NC_008386;genbank:gi:115345530
mge:564	pADP-1		108845	104	104	47660	plasmid	DNA	ds	circular	yes	Pseudomonas sp. ADP	47660	genbank:GenomeProject:15874;genbank:acc:NC_004956;genbank:gi:32455785
mge:863	pNG200		33452	42	42		plasmid	DNA	ds	circular	yes	Haloarcula marismortui ATCC 43049	272569	genbank:GenomeProject:13160;genbank:acc:NC_006390;genbank:gi:55376144
mge:347	pEI1		4807	5	5	67780	plasmid	DNA	ds	circular	yes	Ictalurus punctatus	7998	genbank:GenomeProject:16038;genbank:acc:NC_002497;genbank:gi:10957073
mge:538	pNE131		2355	2	2	2608	plasmid	DNA	ds	circular	yes	Staphylococcus epidermidis	1282	genbank:GenomeProject:15794;genbank:acc:NC_001390;genbank:gi:9507369
mge:531	pIJ101		8830	11	10	2567	plasmid	DNA	ds	circular	yes	Streptomyces lividans	1916	genbank:GenomeProject:15798;genbank:acc:NC_001387;genbank:gi:9507346
mge:864	p3386		2426	3	3		plasmid	DNA	ds	circular	yes	Campylobacter coli	195	genbank:GenomeProject:13964;genbank:acc:NC_007143;genbank:gi:68235689
mge:865	1		86072	71	71		plasmid	DNA	ds	circular	yes	Jannaschia sp. CCS1	290400	genbank:GenomeProject:12733;genbank:acc:NC_007801;genbank:gi:89057699
mge:866	pBC1		2540	3	3		plasmid	DNA	ds	circular	yes	Bifidobacterium catenulatum	1686	genbank:GenomeProject:13899;genbank:acc:NC_007068;genbank:gi:66473484
mge:867	pEST4011		76958	62	61		plasmid	DNA	ds	circular	yes	Achromobacter denitrificans	32002	genbank:GenomeProject:12353;genbank:acc:NC_005793;genbank:gi:45368547
mge:677	pIE1115		10687	11	11	136143	plasmid	DNA	ds	circular	yes	uncultured eubacterium pIE1115;Escherichia coli K12	136143;83333	genbank:GenomeProject:13333;genbank:acc:NC_002524;genbank:gi:10957111
mge:868	pGT5		3444	2	2		plasmid	DNA	ds	circular	yes	Pyrococcus abyssi GE5	272844	genbank:GenomeProject:179;genbank:acc:NC_001773;genbank:gi:10954552
mge:869	cp27		26533	28	28		plasmid	DNA	ds	circular	yes	Borrelia afzelii PKo	390236	genbank:GenomeProject:17057;genbank:acc:NC_008274;genbank:gi:111074118
mge:374	pCP1		3407	4	4	96345	plasmid	DNA	ds	circular	yes	Flavobacterium psychrophilum	96345	genbank:GenomeProject:15963;genbank:acc:NC_004811;genbank:gi:30984504
mge:366	pKL1		1549	1	1	562	plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:16034;genbank:acc:NC_002145;genbank:gi:10955436
mge:470	pFV1		13514	13	13	145262	plasmid	DNA	ds	circular	yes	Methanothermobacter thermautotrophicus	145262	genbank:GenomeProject:13816;genbank:acc:NC_001336;genbank:gi:10954462
mge:343	DN1		5112	7	7	870	plasmid	DNA	ds	circular	yes	Dichelobacter nodosus	870	genbank:GenomeProject:13814;genbank:acc:NC_002636;genbank:gi:12084800
mge:661	pSLA2-L		210614	142	141	1928	plasmid	DNA	ds	linear	yes	Streptomyces rochei	1928	genbank:GenomeProject:15864;genbank:acc:NC_004808;genbank:gi:30794972
mge:571	pJTPS1		6633	15	15	305	plasmid	DNA	ds	circular	yes	Ralstonia solanacearum	305	genbank:acc:NC_001399;genbank:gi:10954629
mge:620	pETB		38211	50	50	1280	plasmid	DNA	ds	circular	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15989;genbank:acc:NC_003265;genbank:gi:17227177
mge:261	lp54		53561	76	76	224326	plasmid	DNA	ds	linear	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_001857;genbank:gi:11496892
mge:699	pCD1		70559	90	68	187410	plasmid	DNA	ds	circular	yes	Yersinia pestis KIM	187410	genbank:GenomeProject:15960;genbank:acc:NC_004839;genbank:gi:31795449
mge:292	pSOL1		192000	178	176	1488	plasmid	DNA	ds	circular	yes	Clostridium acetobutylicum;Clostridium acetobutylicum ATCC 824	1488;272562	genbank:GenomeProject:77;genbank:acc:NC_001988;genbank:gi:15004705
mge:870	NAH7		82232	84	84		plasmid	DNA	ds	circular	yes	Pseudomonas putida	303	genbank:acc:NC_007926;genbank:gi:90576544
mge:871	pCD630		7881	11	11		plasmid	DNA	ds	circular	yes	Clostridium difficile 630	272563	genbank:GenomeProject:78;genbank:acc:NC_008226;genbank:gi:110666922
mge:491	pAYL		1910	1	1	42353	plasmid	DNA	ds	circular	yes	Nitrosomonas sp.	42353	genbank:GenomeProject:13850;genbank:acc:NC_002114;genbank:gi:10956813
mge:353	pAMalpha1		9759	9	9	1351	plasmid	DNA	ds	circular	yes	Enterococcus faecalis	1351	genbank:GenomeProject:13131;genbank:acc:NC_005013;genbank:gi:32470448
mge:872	pHTA426		47890	42	42		plasmid	DNA	ds	circular	yes	Geobacillus kaustophilus HTA426	235909	genbank:GenomeProject:13233;genbank:acc:NC_006509;genbank:gi:56410437
mge:873	2		12206	11	10		plasmid	DNA	ds	circular	yes	Clostridium perfringens SM101	289380	genbank:GenomeProject:12521;genbank:acc:NC_008264;genbank:gi:110804009
mge:874	pLS30		6610	5	5		plasmid	DNA	ds	circular	yes	Bacillus subtilis	1423	genbank:acc:NC_007956;genbank:gi:91984624
mge:875	pLNU8		2278	2	2		plasmid	DNA	ds	circular	yes	Staphylococcus chromogenes	46126	genbank:GenomeProject:16350;genbank:acc:NC_008352;genbank:gi:114883965
